University Index,University,Count,Year,Type
17,TMK,0.0,2025,AR enjamlar
18,TDÇA,1.0,2025,AR enjamlar
19,SSTDMI,0.0,2025,AR enjamlar
20,TDEI,1.0,2025,AR enjamlar
21,TOHI,0.0,2025,AR enjamlar
1,TDU,14.0,2026,Jemi
2,HYÖU,11.0,2026,Jemi
3,HNGU,144.0,2026,Jemi
4,TDBGI,2579.0,2026,Jemi
5,TDLU,258.0,2026,Jemi
6,TDBSI,13.0,2026,Jemi
7,HGI,39.0,2026,Jemi
8,TDMaI,3.0,2026,Jemi
9,TDYDI,86.0,2026,Jemi
10,TTweII,120.0,2026,Jemi
11,TMDDI,24.0,2026,Jemi
12,TITU,400.0,2026,Jemi
13,TITUKI,53.0,2026,Jemi
14,HAA,0.0,2026,Jemi
15,TOHU,459.0,2026,Jemi
16,TDMI,179.0,2026,Jemi
17,TMK,15.0,2026,Jemi
18,TDÇA,18.0,2026,Jemi
19,SSTDMI,1408.0,2026,Jemi
20,TDEI,18.0,2026,Jemi
21,TOHI,14.0,2026,Jemi
1,TDU,7.0,2026,Kompýuter tehnikalar
2,HYÖU,5.0,2026,Kompýuter tehnikalar
3,HNGU,50.0,2026,Kompýuter tehnikalar
4,TDBGI,1345.0,2026,Kompýuter tehnikalar
5,TDLU,200.0,2026,Kompýuter tehnikalar
6,TDBSI,5.0,2026,Kompýuter tehnikalar
7,HGI,30.0,2026,Kompýuter tehnikalar
8,TDMaI,0.0,2026,Kompýuter tehnikalar
9,TDYDI,80.0,2026,Kompýuter tehnikalar
10,TTweII,100.0,2026,Kompýuter tehnikalar
11,TMDDI,20.0,2026,Kompýuter tehnikalar
12,TITU,350.0,2026,Kompýuter tehnikalar
13,TITUKI,16.0,2026,Kompýuter tehnikalar
14,HAA,0.0,2026,Kompýuter tehnikalar
15,TOHU,400.0,2026,Kompýuter tehnikalar
16,TDMI,150.0,2026,Kompýuter tehnikalar
17,TMK,10.0,2026,Kompýuter tehnikalar
18,TDÇA,10.0,2026,Kompýuter tehnikalar
19,SSTDMI,1200.0,2026,Kompýuter tehnikalar
20,TDEI,10.0,2026,Kompýuter tehnikalar
21,TOHI,10.0,2026,Kompýuter tehnikalar
1,TDU,1.0,2026,Interaktiw tagtalar
2,HYÖU,0.0,2026,Interaktiw tagtalar
3,HNGU,10.0,2026,Interaktiw tagtalar
4,TDBGI,450.0,2026,Interaktiw tagtalar
5,TDLU,0.0,2026,Interaktiw tagtalar
6,TDBSI,1.0,2026,Interaktiw tagtalar
7,HGI,0.0,2026,Interaktiw tagtalar
8,TDMaI,0.0,2026,Interaktiw tagtalar
9,TDYDI,0.0,2026,Interaktiw tagtalar
10,TTweII,0.0,2026,Interaktiw tagtalar
11,TMDDI,2.0,2026,Interaktiw tagtalar
12,TITU,50.0,2026,Interaktiw tagtalar
13,TITUKI,4.0,2026,Interaktiw tagtalar
14,HAA,0.0,2026,Interaktiw tagtalar
15,TOHU,0.0,2026,Interaktiw tagtalar
16,TDMI,12.0,2026,Interaktiw tagtalar
17,TMK,2.0,2026,Interaktiw tagtalar
18,TDÇA,0.0,2026,Interaktiw tagtalar
19,SSTDMI,80.0,2026,Interaktiw tagtalar
20,TDEI,0.0,2026,Interaktiw tagtalar
21,TOHI,0.0,2026,Interaktiw tagtalar
1,TDU,1.0,2026,Proýektorlar
2,HYÖU,5.0,2026,Proýektorlar
3,HNGU,80.0,2026,Proýektorlar
4,TDBGI,400.0,2026,Proýektorlar
5,TDLU,0.0,2026,Proýektorlar
6,TDBSI,4.0,2026,Proýektorlar
7,HGI,0.0,2026,Proýektorlar
8,TDMaI,2.0,2026,Proýektorlar
9,TDYDI,0.0,2026,Proýektorlar
10,TTweII,0.0,2026,Proýektorlar
11,TMDDI,2.0,2026,Proýektorlar
12,TITU,0.0,2026,Proýektorlar
13,TITUKI,4.0,2026,Proýektorlar
14,HAA,0.0,2026,Proýektorlar
15,TOHU,0.0,2026,Proýektorlar
16,TDMI,10.0,2026,Proýektorlar
17,TMK,2.0,2026,Proýektorlar
18,TDÇA,0.0,2026,Proýektorlar
19,SSTDMI,80.0,2026,Proýektorlar
20,TDEI,0.0,2026,Proýektorlar
21,TOHI,2.0,2026,Proýektorlar
1,TDU,1.0,2026,Interaktiw işjeň paneller
2,HYÖU,0.0,2026,Interaktiw işjeň paneller
3,HNGU,0.0,2026,Interaktiw işjeň paneller
4,TDBGI,362.0,2026,Interaktiw işjeň paneller
5,TDLU,33.0,2026,Interaktiw işjeň paneller
6,TDBSI,1.0,2026,Interaktiw işjeň paneller
7,HGI,9.0,2026,Interaktiw işjeň paneller
8,TDMaI,1.0,2026,Interaktiw işjeň paneller
9,TDYDI,6.0,2026,Interaktiw işjeň paneller
10,TTweII,20.0,2026,Interaktiw işjeň paneller
11,TMDDI,0.0,2026,Interaktiw işjeň paneller
12,TITU,0.0,2026,Interaktiw işjeň paneller
13,TITUKI,4.0,2026,Interaktiw işjeň paneller
14,HAA,0.0,2026,Interaktiw işjeň paneller
15,TOHU,50.0,2026,Interaktiw işjeň paneller
16,TDMI,5.0,2026,Interaktiw işjeň paneller
17,TMK,1.0,2026,Interaktiw işjeň paneller
18,TDÇA,4.0,2026,Interaktiw işjeň paneller
19,SSTDMI,0.0,2026,Interaktiw işjeň paneller
20,TDEI,5.0,2026,Interaktiw işjeň paneller
21,TOHI,0.0,2026,Interaktiw işjeň paneller
1,TDU,2.0,2026,VR enjamlar
2,HYÖU,1.0,2026,VR enjamlar
3,HNGU,2.0,2026,VR enjamlar
4,TDBGI,11.0,2026,VR enjamlar
5,TDLU,15.0,2026,VR enjamlar
6,TDBSI,1.0,2026,VR enjamlar
7,HGI,0.0,2026,VR enjamlar
8,TDMaI,0.0,2026,VR enjamlar
9,TDYDI,0.0,2026,VR enjamlar
10,TTweII,0.0,2026,VR enjamlar
11,TMDDI,0.0,2026,VR enjamlar
12,TITU,0.0,2026,VR enjamlar
13,TITUKI,15.0,2026,VR enjamlar
14,HAA,0.0,2026,VR enjamlar
15,TOHU,5.0,2026,VR enjamlar
16,TDMI,1.0,2026,VR enjamlar
17,TMK,0.0,2026,VR enjamlar
18,TDÇA,2.0,2026,VR enjamlar
19,SSTDMI,24.0,2026,VR enjamlar
20,TDEI,1.0,2026,VR enjamlar
21,TOHI,1.0,2026,VR enjamlar
1,TDU,2.0,2026,AR enjamlar
2,HYÖU,0.0,2026,AR enjamlar
3,HNGU,2.0,2026,AR enjamlar
4,TDBGI,11.0,2026,AR enjamlar
5,TDLU,10.0,2026,AR enjamlar
6,TDBSI,1.0,2026,AR enjamlar
7,HGI,0.0,2026,AR enjamlar
8,TDMaI,0.0,2026,AR enjamlar
9,TDYDI,0.0,2026,AR enjamlar
10,TTweII,0.0,2026,AR enjamlar
11,TMDDI,0.0,2026,AR enjamlar
12,TITU,0.0,2026,AR enjamlar
13,TITUKI,10.0,2026,AR enjamlar
14,HAA,0.0,2026,AR enjamlar
15,TOHU,4.0,2026,AR enjamlar
16,TDMI,1.0,2026,AR enjamlar
17,TMK,0.0,2026,AR enjamlar
18,TDÇA,2.0,2026,AR enjamlar
19,SSTDMI,24.0,2026,AR enjamlar
20,TDEI,2.0,2026,AR enjamlar
21,TOHI,1.0,2026,AR enjamlar
1,TDU,14.0,2027,Jemi
2,HYÖU,12.0,2027,Jemi
3,HNGU,150.0,2027,Jemi
4,TDBGI,0.0,2027,Jemi
5,TDLU,275.0,2027,Jemi
6,TDBSI,35.0,2027,Jemi
7,HGI,45.0,2027,Jemi
8,TDMaI,12.0,2027,Jemi
9,TDYDI,84.0,2027,Jemi
10,TTweII,120.0,2027,Jemi
11,TMDDI,26.0,2027,Jemi
12,TITU,0.0,2027,Jemi
13,TITUKI,103.0,2027,Jemi
14,HAA,0.0,2027,Jemi
15,TOHU,70.0,2027,Jemi
16,TDMI,73.0,2027,Jemi
17,TMK,17.0,2027,Jemi
18,TDÇA,40.0,2027,Jemi
19,SSTDMI,10.0,2027,Jemi
20,TDEI,28.0,2027,Jemi
21,TOHI,14.0,2027,Jemi
1,TDU,7.0,2027,Kompýuter tehnikalar
2,HYÖU,5.0,2027,Kompýuter tehnikalar
3,HNGU,100.0,2027,Kompýuter tehnikalar
4,TDBGI,0.0,2027,Kompýuter tehnikalar
5,TDLU,200.0,2027,Kompýuter tehnikalar
6,TDBSI,10.0,2027,Kompýuter tehnikalar
7,HGI,35.0,2027,Kompýuter tehnikalar
8,TDMaI,5.0,2027,Kompýuter tehnikalar
9,TDYDI,80.0,2027,Kompýuter tehnikalar
10,TTweII,100.0,2027,Kompýuter tehnikalar
11,TMDDI,20.0,2027,Kompýuter tehnikalar
12,TITU,0.0,2027,Kompýuter tehnikalar
13,TITUKI,32.0,2027,Kompýuter tehnikalar
14,HAA,0.0,2027,Kompýuter tehnikalar
15,TOHU,50.0,2027,Kompýuter tehnikalar
16,TDMI,50.0,2027,Kompýuter tehnikalar
17,TMK,10.0,2027,Kompýuter tehnikalar
18,TDÇA,30.0,2027,Kompýuter tehnikalar
19,SSTDMI,10.0,2027,Kompýuter tehnikalar
20,TDEI,20.0,2027,Kompýuter tehnikalar
21,TOHI,10.0,2027,Kompýuter tehnikalar
1,TDU,1.0,2027,Interaktiw tagtalar
2,HYÖU,0.0,2027,Interaktiw tagtalar
3,HNGU,0.0,2027,Interaktiw tagtalar
4,TDBGI,0.0,2027,Interaktiw tagtalar
5,TDLU,0.0,2027,Interaktiw tagtalar
6,TDBSI,5.0,2027,Interaktiw tagtalar
7,HGI,0.0,2027,Interaktiw tagtalar
8,TDMaI,2.0,2027,Interaktiw tagtalar
9,TDYDI,0.0,2027,Interaktiw tagtalar
10,TTweII,0.0,2027,Interaktiw tagtalar
11,TMDDI,3.0,2027,Interaktiw tagtalar
12,TITU,0.0,2027,Interaktiw tagtalar
13,TITUKI,14.0,2027,Interaktiw tagtalar
14,HAA,0.0,2027,Interaktiw tagtalar
15,TOHU,0.0,2027,Interaktiw tagtalar
16,TDMI,9.0,2027,Interaktiw tagtalar
17,TMK,2.0,2027,Interaktiw tagtalar
18,TDÇA,0.0,2027,Interaktiw tagtalar
19,SSTDMI,0.0,2027,Interaktiw tagtalar
20,TDEI,0.0,2027,Interaktiw tagtalar
21,TOHI,0.0,2027,Interaktiw tagtalar
1,TDU,1.0,2027,Proýektorlar
2,HYÖU,5.0,2027,Proýektorlar
3,HNGU,40.0,2027,Proýektorlar
4,TDBGI,0.0,2027,Proýektorlar
5,TDLU,0.0,2027,Proýektorlar
6,TDBSI,5.0,2027,Proýektorlar
7,HGI,0.0,2027,Proýektorlar
8,TDMaI,2.0,2027,Proýektorlar
9,TDYDI,0.0,2027,Proýektorlar
10,TTweII,0.0,2027,Proýektorlar
11,TMDDI,3.0,2027,Proýektorlar
12,TITU,0.0,2027,Proýektorlar
13,TITUKI,14.0,2027,Proýektorlar
14,HAA,0.0,2027,Proýektorlar
15,TOHU,0.0,2027,Proýektorlar
16,TDMI,7.0,2027,Proýektorlar
17,TMK,2.0,2027,Proýektorlar
18,TDÇA,0.0,2027,Proýektorlar
19,SSTDMI,0.0,2027,Proýektorlar
20,TDEI,0.0,2027,Proýektorlar
21,TOHI,2.0,2027,Proýektorlar
1,TDU,1.0,2027,Interaktiw işjeň paneller
2,HYÖU,0.0,2027,Interaktiw işjeň paneller
3,HNGU,10.0,2027,Interaktiw işjeň paneller
4,TDBGI,0.0,2027,Interaktiw işjeň paneller
5,TDLU,40.0,2027,Interaktiw işjeň paneller
6,TDBSI,5.0,2027,Interaktiw işjeň paneller
7,HGI,10.0,2027,Interaktiw işjeň paneller
8,TDMaI,1.0,2027,Interaktiw işjeň paneller
9,TDYDI,4.0,2027,Interaktiw işjeň paneller
10,TTweII,20.0,2027,Interaktiw işjeň paneller
11,TMDDI,0.0,2027,Interaktiw işjeň paneller
12,TITU,0.0,2027,Interaktiw işjeň paneller
13,TITUKI,14.0,2027,Interaktiw işjeň paneller
14,HAA,0.0,2027,Interaktiw işjeň paneller
15,TOHU,10.0,2027,Interaktiw işjeň paneller
16,TDMI,5.0,2027,Interaktiw işjeň paneller
17,TMK,1.0,2027,Interaktiw işjeň paneller
18,TDÇA,6.0,2027,Interaktiw işjeň paneller
19,SSTDMI,0.0,2027,Interaktiw işjeň paneller
20,TDEI,5.0,2027,Interaktiw işjeň paneller
21,TOHI,0.0,2027,Interaktiw işjeň paneller
1,TDU,2.0,2027,VR enjamlar
2,HYÖU,2.0,2027,VR enjamlar
3,HNGU,0.0,2027,VR enjamlar
4,TDBGI,0.0,2027,VR enjamlar
5,TDLU,15.0,2027,VR enjamlar
6,TDBSI,5.0,2027,VR enjamlar
7,HGI,0.0,2027,VR enjamlar
8,TDMaI,1.0,2027,VR enjamlar
9,TDYDI,0.0,2027,VR enjamlar
10,TTweII,0.0,2027,VR enjamlar
11,TMDDI,0.0,2027,VR enjamlar
12,TITU,0.0,2027,VR enjamlar
13,TITUKI,14.0,2027,VR enjamlar
14,HAA,0.0,2027,VR enjamlar
15,TOHU,5.0,2027,VR enjamlar
16,TDMI,1.0,2027,VR enjamlar
17,TMK,1.0,2027,VR enjamlar
18,TDÇA,2.0,2027,VR enjamlar
19,SSTDMI,0.0,2027,VR enjamlar
20,TDEI,1.0,2027,VR enjamlar
21,TOHI,1.0,2027,VR enjamlar
1,TDU,2.0,2027,AR enjamlar
2,HYÖU,0.0,2027,AR enjamlar
3,HNGU,0.0,2027,AR enjamlar
4,TDBGI,0.0,2027,AR enjamlar
5,TDLU,20.0,2027,AR enjamlar
6,TDBSI,5.0,2027,AR enjamlar
7,HGI,0.0,2027,AR enjamlar
8,TDMaI,1.0,2027,AR enjamlar
9,TDYDI,0.0,2027,AR enjamlar
10,TTweII,0.0,2027,AR enjamlar
11,TMDDI,0.0,2027,AR enjamlar
12,TITU,0.0,2027,AR enjamlar
13,TITUKI,15.0,2027,AR enjamlar
14,HAA,0.0,2027,AR enjamlar
15,TOHU,5.0,2027,AR enjamlar
16,TDMI,1.0,2027,AR enjamlar
17,TMK,1.0,2027,AR enjamlar
18,TDÇA,2.0,2027,AR enjamlar
19,SSTDMI,0.0,2027,AR enjamlar
20,TDEI,2.0,2027,AR enjamlar
21,TOHI,1.0,2027,AR enjamlar
1,TDU,14.0,2028,Jemi
2,HYÖU,11.0,2028,Jemi
3,HNGU,66.0,2028,Jemi
4,TDBGI,0.0,2028,Jemi
5,TDLU,295.0,2028,Jemi
6,TDBSI,30.0,2028,Jemi
7,HGI,45.0,2028,Jemi
8,TDMaI,17.0,2028,Jemi
9,TDYDI,84.0,2028,Jemi
10,TTweII,120.0,2028,Jemi
11,TMDDI,24.0,2028,Jemi
12,TITU,0.0,2028,Jemi
13,TITUKI,134.0,2028,Jemi
14,HAA,2.0,2028,Jemi
15,TOHU,71.0,2028,Jemi
16,TDMI,73.0,2028,Jemi
17,TMK,15.0,2028,Jemi
18,TDÇA,44.0,2028,Jemi
19,SSTDMI,10.0,2028,Jemi
20,TDEI,28.0,2028,Jemi
21,TOHI,14.0,2028,Jemi
1,TDU,7.0,2028,Kompýuter tehnikalar
2,HYÖU,5.0,2028,Kompýuter tehnikalar
3,HNGU,50.0,2028,Kompýuter tehnikalar
4,TDBGI,0.0,2028,Kompýuter tehnikalar
5,TDLU,200.0,2028,Kompýuter tehnikalar
6,TDBSI,5.0,2028,Kompýuter tehnikalar
7,HGI,35.0,2028,Kompýuter tehnikalar
8,TDMaI,10.0,2028,Kompýuter tehnikalar
9,TDYDI,80.0,2028,Kompýuter tehnikalar
10,TTweII,100.0,2028,Kompýuter tehnikalar
11,TMDDI,20.0,2028,Kompýuter tehnikalar
12,TITU,0.0,2028,Kompýuter tehnikalar
13,TITUKI,48.0,2028,Kompýuter tehnikalar
14,HAA,0.0,2028,Kompýuter tehnikalar
15,TOHU,50.0,2028,Kompýuter tehnikalar
16,TDMI,50.0,2028,Kompýuter tehnikalar
17,TMK,10.0,2028,Kompýuter tehnikalar
18,TDÇA,30.0,2028,Kompýuter tehnikalar
19,SSTDMI,10.0,2028,Kompýuter tehnikalar
20,TDEI,20.0,2028,Kompýuter tehnikalar
21,TOHI,10.0,2028,Kompýuter tehnikalar
1,TDU,1.0,2028,Interaktiw tagtalar
2,HYÖU,0.0,2028,Interaktiw tagtalar
3,HNGU,0.0,2028,Interaktiw tagtalar
4,TDBGI,0.0,2028,Interaktiw tagtalar
5,TDLU,0.0,2028,Interaktiw tagtalar
6,TDBSI,5.0,2028,Interaktiw tagtalar
7,HGI,0.0,2028,Interaktiw tagtalar
8,TDMaI,2.0,2028,Interaktiw tagtalar
9,TDYDI,0.0,2028,Interaktiw tagtalar
10,TTweII,0.0,2028,Interaktiw tagtalar
11,TMDDI,2.0,2028,Interaktiw tagtalar
12,TITU,0.0,2028,Interaktiw tagtalar
13,TITUKI,18.0,2028,Interaktiw tagtalar
14,HAA,0.0,2028,Interaktiw tagtalar
15,TOHU,0.0,2028,Interaktiw tagtalar
16,TDMI,9.0,2028,Interaktiw tagtalar
17,TMK,2.0,2028,Interaktiw tagtalar
18,TDÇA,0.0,2028,Interaktiw tagtalar
19,SSTDMI,0.0,2028,Interaktiw tagtalar
20,TDEI,0.0,2028,Interaktiw tagtalar
21,TOHI,0.0,2028,Interaktiw tagtalar
1,TDU,1.0,2028,Proýektorlar
2,HYÖU,5.0,2028,Proýektorlar
3,HNGU,10.0,2028,Proýektorlar
4,TDBGI,0.0,2028,Proýektorlar
5,TDLU,0.0,2028,Proýektorlar
6,TDBSI,5.0,2028,Proýektorlar
7,HGI,0.0,2028,Proýektorlar
8,TDMaI,2.0,2028,Proýektorlar
9,TDYDI,0.0,2028,Proýektorlar
10,TTweII,0.0,2028,Proýektorlar
11,TMDDI,2.0,2028,Proýektorlar
12,TITU,0.0,2028,Proýektorlar
13,TITUKI,18.0,2028,Proýektorlar
14,HAA,0.0,2028,Proýektorlar
15,TOHU,0.0,2028,Proýektorlar
16,TDMI,7.0,2028,Proýektorlar
17,TMK,2.0,2028,Proýektorlar
18,TDÇA,0.0,2028,Proýektorlar
19,SSTDMI,0.0,2028,Proýektorlar
20,TDEI,0.0,2028,Proýektorlar
21,TOHI,2.0,2028,Proýektorlar
1,TDU,1.0,2028,Interaktiw işjeň paneller
2,HYÖU,0.0,2028,Interaktiw işjeň paneller
3,HNGU,0.0,2028,Interaktiw işjeň paneller
4,TDBGI,0.0,2028,Interaktiw işjeň paneller
5,TDLU,50.0,2028,Interaktiw işjeň paneller
6,TDBSI,5.0,2028,Interaktiw işjeň paneller
7,HGI,10.0,2028,Interaktiw işjeň paneller
8,TDMaI,1.0,2028,Interaktiw işjeň paneller
9,TDYDI,4.0,2028,Interaktiw işjeň paneller
10,TTweII,20.0,2028,Interaktiw işjeň paneller
11,TMDDI,0.0,2028,Interaktiw işjeň paneller
12,TITU,0.0,2028,Interaktiw işjeň paneller
13,TITUKI,18.0,2028,Interaktiw işjeň paneller
14,HAA,0.0,2028,Interaktiw işjeň paneller
15,TOHU,10.0,2028,Interaktiw işjeň paneller
16,TDMI,5.0,2028,Interaktiw işjeň paneller
17,TMK,1.0,2028,Interaktiw işjeň paneller
18,TDÇA,10.0,2028,Interaktiw işjeň paneller
19,SSTDMI,0.0,2028,Interaktiw işjeň paneller
20,TDEI,5.0,2028,Interaktiw işjeň paneller
21,TOHI,0.0,2028,Interaktiw işjeň paneller
1,TDU,2.0,2028,VR enjamlar
2,HYÖU,1.0,2028,VR enjamlar
3,HNGU,3.0,2028,VR enjamlar
4,TDBGI,0.0,2028,VR enjamlar
5,TDLU,15.0,2028,VR enjamlar
6,TDBSI,5.0,2028,VR enjamlar
7,HGI,0.0,2028,VR enjamlar
8,TDMaI,1.0,2028,VR enjamlar
9,TDYDI,0.0,2028,VR enjamlar
10,TTweII,0.0,2028,VR enjamlar
11,TMDDI,0.0,2028,VR enjamlar
12,TITU,0.0,2028,VR enjamlar
13,TITUKI,12.0,2028,VR enjamlar
14,HAA,2.0,2028,VR enjamlar
15,TOHU,5.0,2028,VR enjamlar
16,TDMI,1.0,2028,VR enjamlar
17,TMK,0.0,2028,VR enjamlar
18,TDÇA,2.0,2028,VR enjamlar
19,SSTDMI,0.0,2028,VR enjamlar
20,TDEI,1.0,2028,VR enjamlar
21,TOHI,1.0,2028,VR enjamlar
1,TDU,2.0,2028,AR enjamlar
2,HYÖU,0.0,2028,AR enjamlar
3,HNGU,3.0,2028,AR enjamlar
4,TDBGI,0.0,2028,AR enjamlar
5,TDLU,30.0,2028,AR enjamlar
6,TDBSI,5.0,2028,AR enjamlar
7,HGI,0.0,2028,AR enjamlar
8,TDMaI,1.0,2028,AR enjamlar
9,TDYDI,0.0,2028,AR enjamlar
10,TTweII,0.0,2028,AR enjamlar
11,TMDDI,0.0,2028,AR enjamlar
12,TITU,0.0,2028,AR enjamlar
13,TITUKI,20.0,2028,AR enjamlar
14,HAA,0.0,2028,AR enjamlar
15,TOHU,6.0,2028,AR enjamlar
16,TDMI,1.0,2028,AR enjamlar
17,TMK,0.0,2028,AR enjamlar
18,TDÇA,2.0,2028,AR enjamlar
19,SSTDMI,0.0,2028,AR enjamlar
20,TDEI,2.0,2028,AR enjamlar
21,TOHI,1.0,2028,AR enjamlar
