,University,Talyp sany,Year,Hünärler
0.0,TDMI,0.0,2014-2015,Bakalawr
0.0,TMK,0.0,2014-2015,Bakalawr
0.0,TDÇA,0.0,2014-2015,Bakalawr
0.0,TITUKI,0.0,2014-2015,Bakalawr
0.0,TOHI,0.0,2014-2015,Bakalawr
0.0,TDEI,0.0,2014-2015,Bakalawr
0.0,SSTDMI,0.0,2014-2015,Bakalawr
0.0,HAA,0.0,2014-2015,Bakalawr
0.0,TDU,0.0,2014-2015,Magistr
0.0,HNGU,0.0,2014-2015,Magistr
0.0,HYYÖU,0.0,2014-2015,Magistr
0.0,TITU,0.0,2014-2015,Magistr
0.0,TOHU,0.0,2014-2015,Magistr
0.0,TMDDI,0.0,2014-2015,Magistr
0.0,TDMal,0.0,2014-2015,Magistr
0.0,TDBGI,0.0,2014-2015,Magistr
0.0,HGI,0.0,2014-2015,Magistr
0.0,TDYDI,0.0,2014-2015,Magistr
0.0,TTII,0.0,2014-2015,Magistr
0.0,TDLU,0.0,2014-2015,Magistr
0.0,TDBSI,0.0,2014-2015,Magistr
0.0,TDMI,0.0,2014-2015,Magistr
0.0,TMK,0.0,2014-2015,Magistr
0.0,TDÇA,0.0,2014-2015,Magistr
0.0,TITUKI,0.0,2014-2015,Magistr
0.0,TOHI,0.0,2014-2015,Magistr
0.0,TDEI,0.0,2014-2015,Magistr
0.0,SSTDMI,0.0,2014-2015,Magistr
0.0,HAA,0.0,2014-2015,Magistr
0.0,TDU,1101.0,2015-2016,Hünärmen
0.0,HNGU,419.0,2015-2016,Hünärmen
0.0,HYYÖU,0.0,2015-2016,Hünärmen
0.0,TITU,0.0,2015-2016,Hünärmen
0.0,TOHU,510.0,2015-2016,Hünärmen
0.0,TMDDI,1461.0,2015-2016,Hünärmen
0.0,TDMal,180.0,2015-2016,Hünärmen
0.0,TDBGI,570.0,2015-2016,Hünärmen
0.0,HGI,291.0,2015-2016,Hünärmen
0.0,TDYDI,450.0,2015-2016,Hünärmen
0.0,TTII,1995.0,2015-2016,Hünärmen
0.0,TDLU,497.0,2015-2016,Hünärmen
0.0,TDBSI,320.0,2015-2016,Hünärmen
0.0,TDMI,200.0,2015-2016,Hünärmen
0.0,TMK,637.0,2015-2016,Hünärmen
0.0,TDÇA,494.0,2015-2016,Hünärmen
0.0,TITUKI,0.0,2015-2016,Hünärmen
0.0,TOHI,1071.0,2015-2016,Hünärmen
0.0,TDEI,1338.0,2015-2016,Hünärmen
0.0,SSTDMI,1464.0,2015-2016,Hünärmen
0.0,HAA,0.0,2015-2016,Hünärmen
0.0,TDU,0.0,2015-2016,Bakalawr
0.0,HNGU,24.0,2015-2016,Bakalawr
0.0,HYYÖU,583.0,2015-2016,Bakalawr
0.0,TITU,0.0,2015-2016,Bakalawr
0.0,TOHU,0.0,2015-2016,Bakalawr
0.0,TMDDI,0.0,2015-2016,Bakalawr
0.0,TDMal,0.0,2015-2016,Bakalawr
0.0,TDBGI,0.0,2015-2016,Bakalawr
0.0,HGI,0.0,2015-2016,Bakalawr
0.0,TDYDI,0.0,2015-2016,Bakalawr
0.0,TTII,0.0,2015-2016,Bakalawr
0.0,TDLU,0.0,2015-2016,Bakalawr
0.0,TDBSI,0.0,2015-2016,Bakalawr
0.0,TDMI,0.0,2015-2016,Bakalawr
0.0,TMK,0.0,2015-2016,Bakalawr
0.0,TDÇA,0.0,2015-2016,Bakalawr
0.0,TITUKI,0.0,2015-2016,Bakalawr
0.0,TOHI,0.0,2015-2016,Bakalawr
0.0,TDEI,0.0,2015-2016,Bakalawr
0.0,SSTDMI,0.0,2015-2016,Bakalawr
0.0,HAA,0.0,2015-2016,Bakalawr
0.0,TDU,0.0,2015-2016,Magistr
0.0,HNGU,0.0,2015-2016,Magistr
0.0,HYYÖU,0.0,2015-2016,Magistr
0.0,TITU,0.0,2015-2016,Magistr
0.0,TOHU,0.0,2015-2016,Magistr
0.0,TMDDI,0.0,2015-2016,Magistr
0.0,TDMal,0.0,2015-2016,Magistr
0.0,TDBGI,0.0,2015-2016,Magistr
0.0,HGI,0.0,2015-2016,Magistr
0.0,TDYDI,0.0,2015-2016,Magistr
0.0,TTII,0.0,2015-2016,Magistr
0.0,TDLU,0.0,2015-2016,Magistr
0.0,TDBSI,0.0,2015-2016,Magistr
0.0,TDMI,0.0,2015-2016,Magistr
0.0,TMK,0.0,2015-2016,Magistr
0.0,TDÇA,0.0,2015-2016,Magistr
0.0,TITUKI,0.0,2015-2016,Magistr
0.0,TOHI,0.0,2015-2016,Magistr
0.0,TDEI,0.0,2015-2016,Magistr
0.0,SSTDMI,0.0,2015-2016,Magistr
0.0,HAA,0.0,2015-2016,Magistr
0.0,TDU,1054.0,2016-2017,Hünärmen
0.0,HNGU,419.0,2016-2017,Hünärmen
0.0,HYYÖU,0.0,2016-2017,Hünärmen
0.0,TITU,0.0,2016-2017,Hünärmen
0.0,TOHU,510.0,2016-2017,Hünärmen
0.0,TMDDI,1955.0,2016-2017,Hünärmen
0.0,TDMal,180.0,2016-2017,Hünärmen
0.0,TDBGI,578.0,2016-2017,Hünärmen
0.0,HGI,290.0,2016-2017,Hünärmen
0.0,TDYDI,450.0,2016-2017,Hünärmen
0.0,TTII,2217.0,2016-2017,Hünärmen
0.0,TDLU,573.0,2016-2017,Hünärmen
0.0,TDBSI,410.0,2016-2017,Hünärmen
0.0,TDMI,200.0,2016-2017,Hünärmen
0.0,TMK,664.0,2016-2017,Hünärmen
0.0,TDÇA,529.0,2016-2017,Hünärmen
0.0,TITUKI,0.0,2016-2017,Hünärmen
0.0,TOHI,1094.0,2016-2017,Hünärmen
0.0,TDEI,1454.0,2016-2017,Hünärmen
0.0,SSTDMI,1686.0,2016-2017,Hünärmen
0.0,HAA,0.0,2016-2017,Hünärmen
0.0,TDU,0.0,2016-2017,Bakalawr
0.0,HNGU,48.0,2016-2017,Bakalawr
0.0,HYYÖU,1103.0,2016-2017,Bakalawr
0.0,TITU,450.0,2016-2017,Bakalawr
0.0,TOHU,0.0,2016-2017,Bakalawr
0.0,TMDDI,0.0,2016-2017,Bakalawr
0.0,TDMal,0.0,2016-2017,Bakalawr
0.0,TDBGI,0.0,2016-2017,Bakalawr
0.0,HGI,0.0,2016-2017,Bakalawr
0.0,TDYDI,60.0,2016-2017,Bakalawr
0.0,TTII,0.0,2016-2017,Bakalawr
0.0,TDLU,0.0,2016-2017,Bakalawr
0.0,TDBSI,0.0,2016-2017,Bakalawr
0.0,TDMI,0.0,2016-2017,Bakalawr
0.0,TMK,0.0,2016-2017,Bakalawr
0.0,TDÇA,0.0,2016-2017,Bakalawr
0.0,TITUKI,0.0,2016-2017,Bakalawr
0.0,TOHI,0.0,2016-2017,Bakalawr
0.0,TDEI,0.0,2016-2017,Bakalawr
0.0,SSTDMI,0.0,2016-2017,Bakalawr
0.0,HAA,0.0,2016-2017,Bakalawr
0.0,TDU,0.0,2016-2017,Magistr
0.0,HNGU,0.0,2016-2017,Magistr
0.0,HYYÖU,0.0,2016-2017,Magistr
0.0,TITU,0.0,2016-2017,Magistr
0.0,TOHU,0.0,2016-2017,Magistr
0.0,TMDDI,0.0,2016-2017,Magistr
0.0,TDMal,0.0,2016-2017,Magistr
0.0,TDBGI,0.0,2016-2017,Magistr
0.0,HGI,0.0,2016-2017,Magistr
0.0,TDYDI,0.0,2016-2017,Magistr
0.0,TTII,0.0,2016-2017,Magistr
0.0,TDLU,0.0,2016-2017,Magistr
0.0,TDBSI,0.0,2016-2017,Magistr
0.0,TDMI,0.0,2016-2017,Magistr
0.0,TMK,0.0,2016-2017,Magistr
0.0,TDÇA,0.0,2016-2017,Magistr
0.0,TITUKI,0.0,2016-2017,Magistr
0.0,TOHI,0.0,2016-2017,Magistr
0.0,TDEI,0.0,2016-2017,Magistr
0.0,SSTDMI,0.0,2016-2017,Magistr
0.0,HAA,0.0,2016-2017,Magistr
0.0,TDU,1121.0,2017-2018,Hünärmen
0.0,HNGU,478.0,2017-2018,Hünärmen
0.0,HYYÖU,0.0,2017-2018,Hünärmen
0.0,TITU,0.0,2017-2018,Hünärmen
0.0,TOHU,510.0,2017-2018,Hünärmen
0.0,TMDDI,2153.0,2017-2018,Hünärmen
0.0,TDMal,220.0,2017-2018,Hünärmen
0.0,TDBGI,569.0,2017-2018,Hünärmen
0.0,HGI,292.0,2017-2018,Hünärmen
0.0,TDYDI,560.0,2017-2018,Hünärmen
0.0,TTII,2308.0,2017-2018,Hünärmen
0.0,TDLU,573.0,2017-2018,Hünärmen
0.0,TDBSI,410.0,2017-2018,Hünärmen
0.0,TDMI,240.0,2017-2018,Hünärmen
0.0,TMK,81.0,2017-2018,Hünärmen
0.0,TDÇA,563.0,2017-2018,Hünärmen
0.0,TITUKI,400.0,2017-2018,Hünärmen
0.0,TOHI,1103.0,2017-2018,Hünärmen
0.0,TDEI,1548.0,2017-2018,Hünärmen
0.0,SSTDMI,1933.0,2017-2018,Hünärmen
0.0,HAA,0.0,2017-2018,Hünärmen
0.0,TDU,0.0,2017-2018,Bakalawr
0.0,HNGU,112.0,2017-2018,Bakalawr
0.0,HYYÖU,1332.0,2017-2018,Bakalawr
0.0,TITU,450.0,2017-2018,Bakalawr
0.0,TOHU,0.0,2017-2018,Bakalawr
0.0,TMDDI,0.0,2017-2018,Bakalawr
0.0,TDMal,0.0,2017-2018,Bakalawr
0.0,TDBGI,0.0,2017-2018,Bakalawr
0.0,HGI,0.0,2017-2018,Bakalawr
0.0,TDYDI,80.0,2017-2018,Bakalawr
0.0,TTII,0.0,2017-2018,Bakalawr
0.0,TDLU,0.0,2017-2018,Bakalawr
0.0,TDBSI,0.0,2017-2018,Bakalawr
0.0,TDMI,0.0,2017-2018,Bakalawr
0.0,TMK,0.0,2017-2018,Bakalawr
0.0,TDÇA,0.0,2017-2018,Bakalawr
0.0,TITUKI,0.0,2017-2018,Bakalawr
0.0,TOHI,0.0,2017-2018,Bakalawr
0.0,TDEI,0.0,2017-2018,Bakalawr
0.0,SSTDMI,0.0,2017-2018,Bakalawr
0.0,HAA,0.0,2017-2018,Bakalawr
0.0,TDU,0.0,2017-2018,Magistr
0.0,HNGU,0.0,2017-2018,Magistr
0.0,HYYÖU,0.0,2017-2018,Magistr
0.0,TITU,0.0,2017-2018,Magistr
0.0,TOHU,0.0,2017-2018,Magistr
0.0,TMDDI,0.0,2017-2018,Magistr
0.0,TDMal,0.0,2017-2018,Magistr
0.0,TDBGI,0.0,2017-2018,Magistr
0.0,HGI,0.0,2017-2018,Magistr
0.0,TDYDI,0.0,2017-2018,Magistr
0.0,TTII,0.0,2017-2018,Magistr
0.0,TDLU,0.0,2017-2018,Magistr
0.0,TDBSI,0.0,2017-2018,Magistr
0.0,TDMI,0.0,2017-2018,Magistr
0.0,TMK,0.0,2017-2018,Magistr
0.0,TDÇA,0.0,2017-2018,Magistr
0.0,TITUKI,0.0,2017-2018,Magistr
0.0,TOHI,0.0,2017-2018,Magistr
0.0,TDEI,0.0,2017-2018,Magistr
0.0,SSTDMI,0.0,2017-2018,Magistr
0.0,HAA,0.0,2017-2018,Magistr
0.0,TDU,1171.0,2018-2019,Hünärmen
0.0,HNGU,646.0,2018-2019,Hünärmen
0.0,HYYÖU,0.0,2018-2019,Hünärmen
0.0,TITU,0.0,2018-2019,Hünärmen
0.0,TOHU,510.0,2018-2019,Hünärmen
0.0,TMDDI,2361.0,2018-2019,Hünärmen
0.0,TDMal,260.0,2018-2019,Hünärmen
0.0,TDBGI,569.0,2018-2019,Hünärmen
0.0,HGI,310.0,2018-2019,Hünärmen
0.0,TDYDI,560.0,2018-2019,Hünärmen
0.0,TTII,2319.0,2018-2019,Hünärmen
0.0,TDLU,573.0,2018-2019,Hünärmen
0.0,TDBSI,440.0,2018-2019,Hünärmen
0.0,TDMI,270.0,2018-2019,Hünärmen
0.0,TMK,66.0,2018-2019,Hünärmen
0.0,TDÇA,581.0,2018-2019,Hünärmen
0.0,TITUKI,400.0,2018-2019,Hünärmen
0.0,TOHI,1094.0,2018-2019,Hünärmen
0.0,TDEI,1613.0,2018-2019,Hünärmen
0.0,SSTDMI,2162.0,2018-2019,Hünärmen
0.0,HAA,0.0,2018-2019,Hünärmen
0.0,TDU,0.0,2018-2019,Bakalawr
0.0,HNGU,144.0,2018-2019,Bakalawr
0.0,HYYÖU,1553.0,2018-2019,Bakalawr
0.0,TITU,470.0,2018-2019,Bakalawr
0.0,TOHU,0.0,2018-2019,Bakalawr
0.0,TMDDI,0.0,2018-2019,Bakalawr
0.0,TDMal,0.0,2018-2019,Bakalawr
0.0,TDBGI,0.0,2018-2019,Bakalawr
0.0,HGI,0.0,2018-2019,Bakalawr
0.0,TDYDI,80.0,2018-2019,Bakalawr
0.0,TTII,0.0,2018-2019,Bakalawr
0.0,TDLU,0.0,2018-2019,Bakalawr
0.0,TDBSI,0.0,2018-2019,Bakalawr
0.0,TDMI,0.0,2018-2019,Bakalawr
0.0,TMK,0.0,2018-2019,Bakalawr
0.0,TDÇA,0.0,2018-2019,Bakalawr
0.0,TITUKI,0.0,2018-2019,Bakalawr
0.0,TOHI,0.0,2018-2019,Bakalawr
0.0,TDEI,0.0,2018-2019,Bakalawr
0.0,SSTDMI,0.0,2018-2019,Bakalawr
0.0,HAA,0.0,2018-2019,Bakalawr
0.0,TDU,0.0,2018-2019,Magistr
0.0,HNGU,0.0,2018-2019,Magistr
0.0,HYYÖU,37.0,2018-2019,Magistr
0.0,TITU,20.0,2018-2019,Magistr
0.0,TOHU,0.0,2018-2019,Magistr
0.0,TMDDI,0.0,2018-2019,Magistr
0.0,TDMal,0.0,2018-2019,Magistr
0.0,TDBGI,0.0,2018-2019,Magistr
0.0,HGI,0.0,2018-2019,Magistr
0.0,TDYDI,19.0,2018-2019,Magistr
0.0,TTII,0.0,2018-2019,Magistr
0.0,TDLU,0.0,2018-2019,Magistr
0.0,TDBSI,0.0,2018-2019,Magistr
0.0,TDMI,0.0,2018-2019,Magistr
0.0,TMK,0.0,2018-2019,Magistr
0.0,TDÇA,0.0,2018-2019,Magistr
0.0,TITUKI,0.0,2018-2019,Magistr
0.0,TOHI,0.0,2018-2019,Magistr
0.0,TDEI,0.0,2018-2019,Magistr
0.0,SSTDMI,0.0,2018-2019,Magistr
0.0,HAA,0.0,2018-2019,Magistr
0.0,TDU,1466.0,2019-2020,Hünärmen
0.0,HNGU,1046.0,2019-2020,Hünärmen
0.0,HYYÖU,0.0,2019-2020,Hünärmen
0.0,TITU,0.0,2019-2020,Hünärmen
0.0,TOHU,510.0,2019-2020,Hünärmen
0.0,TMDDI,2898.0,2019-2020,Hünärmen
0.0,TDMal,420.0,2019-2020,Hünärmen
0.0,TDBGI,670.0,2019-2020,Hünärmen
0.0,HGI,331.0,2019-2020,Hünärmen
0.0,TDYDI,660.0,2019-2020,Hünärmen
0.0,TTII,1980.0,2019-2020,Hünärmen
0.0,TDLU,647.0,2019-2020,Hünärmen
0.0,TDBSI,500.0,2019-2020,Hünärmen
0.0,TDMI,370.0,2019-2020,Hünärmen
0.0,TMK,720.0,2019-2020,Hünärmen
0.0,TDÇA,613.0,2019-2020,Hünärmen
0.0,TITUKI,505.0,2019-2020,Hünärmen
0.0,TOHI,1198.0,2019-2020,Hünärmen
0.0,TDEI,1826.0,2019-2020,Hünärmen
0.0,SSTDMI,2634.0,2019-2020,Hünärmen
0.0,HAA,0.0,2019-2020,Hünärmen
0.0,TDU,0.0,2019-2020,Bakalawr
0.0,HNGU,144.0,2019-2020,Bakalawr
0.0,HYYÖU,1631.0,2019-2020,Bakalawr
0.0,TITU,700.0,2019-2020,Bakalawr
0.0,TOHU,0.0,2019-2020,Bakalawr
0.0,TMDDI,0.0,2019-2020,Bakalawr
0.0,TDMal,0.0,2019-2020,Bakalawr
0.0,TDBGI,0.0,2019-2020,Bakalawr
0.0,HGI,0.0,2019-2020,Bakalawr
0.0,TDYDI,100.0,2019-2020,Bakalawr
0.0,TTII,50.0,2019-2020,Bakalawr
0.0,TDLU,0.0,2019-2020,Bakalawr
0.0,TDBSI,0.0,2019-2020,Bakalawr
0.0,TDMI,0.0,2019-2020,Bakalawr
0.0,TMK,0.0,2019-2020,Bakalawr
0.0,TDÇA,0.0,2019-2020,Bakalawr
0.0,TITUKI,0.0,2019-2020,Bakalawr
0.0,TOHI,0.0,2019-2020,Bakalawr
0.0,TDEI,0.0,2019-2020,Bakalawr
0.0,SSTDMI,0.0,2019-2020,Bakalawr
0.0,HAA,0.0,2019-2020,Bakalawr
0.0,TDU,0.0,2019-2020,Magistr
0.0,HNGU,0.0,2019-2020,Magistr
0.0,HYYÖU,46.0,2019-2020,Magistr
0.0,TITU,75.0,2019-2020,Magistr
0.0,TOHU,0.0,2019-2020,Magistr
0.0,TMDDI,0.0,2019-2020,Magistr
0.0,TDMal,0.0,2019-2020,Magistr
0.0,TDBGI,0.0,2019-2020,Magistr
0.0,HGI,0.0,2019-2020,Magistr
0.0,TDYDI,23.0,2019-2020,Magistr
0.0,TTII,0.0,2019-2020,Magistr
0.0,TDLU,0.0,2019-2020,Magistr
0.0,TDBSI,0.0,2019-2020,Magistr
0.0,TDMI,0.0,2019-2020,Magistr
0.0,TMK,0.0,2019-2020,Magistr
0.0,TDÇA,0.0,2019-2020,Magistr
0.0,TITUKI,0.0,2019-2020,Magistr
0.0,TOHI,0.0,2019-2020,Magistr
0.0,TDEI,0.0,2019-2020,Magistr
0.0,SSTDMI,0.0,2019-2020,Magistr
0.0,HAA,0.0,2019-2020,Magistr
0.0,TDU,1679.0,2020-2021,Hünärmen
0.0,HNGU,1336.0,2020-2021,Hünärmen
0.0,HYYÖU,0.0,2020-2021,Hünärmen
0.0,TITU,0.0,2020-2021,Hünärmen
0.0,TOHU,400.0,2020-2021,Hünärmen
0.0,TMDDI,2434.0,2020-2021,Hünärmen
0.0,TDMal,420.0,2020-2021,Hünärmen
0.0,TDBGI,720.0,2020-2021,Hünärmen
0.0,HGI,352.0,2020-2021,Hünärmen
0.0,TDYDI,320.0,2020-2021,Hünärmen
0.0,TTII,2794.0,2020-2021,Hünärmen
0.0,TDLU,1000.0,2020-2021,Hünärmen
0.0,TDBSI,625.0,2020-2021,Hünärmen
0.0,TDMI,0.0,2020-2021,Hünärmen
0.0,TMK,747.0,2020-2021,Hünärmen
0.0,TDÇA,654.0,2020-2021,Hünärmen
0.0,TITUKI,600.0,2020-2021,Hünärmen
0.0,TOHI,1301.0,2020-2021,Hünärmen
0.0,TDEI,2083.0,2020-2021,Hünärmen
0.0,SSTDMI,3284.0,2020-2021,Hünärmen
0.0,HAA,0.0,2020-2021,Hünärmen
0.0,TDU,40.0,2020-2021,Bakalawr
0.0,HNGU,144.0,2020-2021,Bakalawr
0.0,HYYÖU,1739.0,2020-2021,Bakalawr
0.0,TITU,900.0,2020-2021,Bakalawr
0.0,TOHU,0.0,2020-2021,Bakalawr
0.0,TMDDI,1109.0,2020-2021,Bakalawr
0.0,TDMal,20.0,2020-2021,Bakalawr
0.0,TDBGI,0.0,2020-2021,Bakalawr
0.0,HGI,0.0,2020-2021,Bakalawr
0.0,TDYDI,500.0,2020-2021,Bakalawr
0.0,TTII,75.0,2020-2021,Bakalawr
0.0,TDLU,0.0,2020-2021,Bakalawr
0.0,TDBSI,0.0,2020-2021,Bakalawr
0.0,TDMI,420.0,2020-2021,Bakalawr
0.0,TMK,0.0,2020-2021,Bakalawr
0.0,TDÇA,0.0,2020-2021,Bakalawr
0.0,TITUKI,0.0,2020-2021,Bakalawr
0.0,TOHI,40.0,2020-2021,Bakalawr
0.0,TDEI,53.0,2020-2021,Bakalawr
0.0,SSTDMI,0.0,2020-2021,Bakalawr
0.0,HAA,0.0,2020-2021,Bakalawr
0.0,TDU,20.0,2020-2021,Magistr
0.0,HNGU,15.0,2020-2021,Magistr
0.0,HYYÖU,48.0,2020-2021,Magistr
0.0,TITU,50.0,2020-2021,Magistr
0.0,TOHU,0.0,2020-2021,Magistr
0.0,TMDDI,10.0,2020-2021,Magistr
0.0,TDMal,0.0,2020-2021,Magistr
0.0,TDBGI,0.0,2020-2021,Magistr
0.0,HGI,0.0,2020-2021,Magistr
0.0,TDYDI,60.0,2020-2021,Magistr
0.0,TTII,0.0,2020-2021,Magistr
0.0,TDLU,0.0,2020-2021,Magistr
0.0,TDBSI,0.0,2020-2021,Magistr
0.0,TDMI,0.0,2020-2021,Magistr
0.0,TMK,0.0,2020-2021,Magistr
0.0,TDÇA,0.0,2020-2021,Magistr
0.0,TITUKI,0.0,2020-2021,Magistr
0.0,TOHI,0.0,2020-2021,Magistr
0.0,TDEI,0.0,2020-2021,Magistr
0.0,SSTDMI,0.0,2020-2021,Magistr
0.0,HAA,0.0,2020-2021,Magistr
0.0,TDU,1772.0,2021-2022,Hünärmen
0.0,HNGU,954.0,2021-2022,Hünärmen
0.0,HYYÖU,0.0,2021-2022,Hünärmen
0.0,TITU,0.0,2021-2022,Hünärmen
0.0,TOHU,440.0,2021-2022,Hünärmen
0.0,TMDDI,2014.0,2021-2022,Hünärmen
0.0,TDMal,0.0,2021-2022,Hünärmen
0.0,TDBGI,805.0,2021-2022,Hünärmen
0.0,HGI,369.0,2021-2022,Hünärmen
0.0,TDYDI,0.0,2021-2022,Hünärmen
0.0,TTII,3663.0,2021-2022,Hünärmen
0.0,TDLU,1000.0,2021-2022,Hünärmen
0.0,TDBSI,650.0,2021-2022,Hünärmen
0.0,TDMI,0.0,2021-2022,Hünärmen
0.0,TMK,777.0,2021-2022,Hünärmen
0.0,TDÇA,708.0,2021-2022,Hünärmen
0.0,TITUKI,650.0,2021-2022,Hünärmen
0.0,TOHI,1322.0,2021-2022,Hünärmen
0.0,TDEI,2280.0,2021-2022,Hünärmen
0.0,SSTDMI,3924.0,2021-2022,Hünärmen
0.0,HAA,0.0,2021-2022,Hünärmen
0.0,TDU,50.0,2021-2022,Bakalawr
0.0,HNGU,346.0,2021-2022,Bakalawr
0.0,HYYÖU,1924.0,2021-2022,Bakalawr
0.0,TITU,900.0,2021-2022,Bakalawr
0.0,TOHU,0.0,2021-2022,Bakalawr
0.0,TMDDI,2216.0,2021-2022,Bakalawr
0.0,TDMal,440.0,2021-2022,Bakalawr
0.0,TDBGI,45.0,2021-2022,Bakalawr
0.0,HGI,45.0,2021-2022,Bakalawr
0.0,TDYDI,820.0,2021-2022,Bakalawr
0.0,TTII,100.0,2021-2022,Bakalawr
0.0,TDLU,0.0,2021-2022,Bakalawr
0.0,TDBSI,0.0,2021-2022,Bakalawr
0.0,TDMI,420.0,2021-2022,Bakalawr
0.0,TMK,0.0,2021-2022,Bakalawr
0.0,TDÇA,0.0,2021-2022,Bakalawr
0.0,TITUKI,0.0,2021-2022,Bakalawr
0.0,TOHI,214.0,2021-2022,Bakalawr
0.0,TDEI,123.0,2021-2022,Bakalawr
0.0,SSTDMI,0.0,2021-2022,Bakalawr
0.0,HAA,0.0,2021-2022,Bakalawr
0.0,TDU,20.0,2021-2022,Magistr
0.0,HNGU,30.0,2021-2022,Magistr
0.0,HYYÖU,48.0,2021-2022,Magistr
0.0,TITU,100.0,2021-2022,Magistr
0.0,TOHU,0.0,2021-2022,Magistr
0.0,TMDDI,25.0,2021-2022,Magistr
0.0,TDMal,0.0,2021-2022,Magistr
0.0,TDBGI,0.0,2021-2022,Magistr
0.0,HGI,36.0,2021-2022,Magistr
0.0,TDYDI,60.0,2021-2022,Magistr
0.0,TTII,0.0,2021-2022,Magistr
0.0,TDLU,0.0,2021-2022,Magistr
0.0,TDBSI,0.0,2021-2022,Magistr
0.0,TDMI,0.0,2021-2022,Magistr
0.0,TMK,0.0,2021-2022,Magistr
0.0,TDÇA,0.0,2021-2022,Magistr
0.0,TITUKI,0.0,2021-2022,Magistr
0.0,TOHI,0.0,2021-2022,Magistr
0.0,TDEI,0.0,2021-2022,Magistr
0.0,SSTDMI,0.0,2021-2022,Magistr
0.0,HAA,0.0,2021-2022,Magistr
0.0,TDU,1740.0,2022-2023,Hünärmen
0.0,HNGU,701.0,2022-2023,Hünärmen
0.0,HYYÖU,0.0,2022-2023,Hünärmen
0.0,TITU,0.0,2022-2023,Hünärmen
