,University,Talyp sany,Year,Hünärler
0.0,HNGU,695.0,2037-2038,Hünärmen
0.0,HYYÖU,0.0,2037-2038,Hünärmen
0.0,TITU,0.0,2037-2038,Hünärmen
0.0,TOHU,0.0,2037-2038,Hünärmen
0.0,TMDDI,240.0,2037-2038,Hünärmen
0.0,TDMal,0.0,2037-2038,Hünärmen
0.0,TDBGI,0.0,2037-2038,Hünärmen
0.0,HGI,441.0,2037-2038,Hünärmen
0.0,TDYDI,0.0,2037-2038,Hünärmen
0.0,TTII,5590.0,2037-2038,Hünärmen
0.0,TDLU,1000.0,2037-2038,Hünärmen
0.0,TDBSI,650.0,2037-2038,Hünärmen
0.0,TDMI,30.0,2037-2038,Hünärmen
0.0,TMK,860.0,2037-2038,Hünärmen
0.0,TDÇA,915.0,2037-2038,Hünärmen
0.0,TITUKI,0.0,2037-2038,Hünärmen
0.0,TOHI,0.0,2037-2038,Hünärmen
0.0,TDEI,1960.0,2037-2038,Hünärmen
0.0,SSTDMI,5393.0,2037-2038,Hünärmen
0.0,HAA,40.0,2037-2038,Hünärmen
0.0,TDU,176.0,2037-2038,Bakalawr
0.0,HNGU,605.0,2037-2038,Bakalawr
0.0,HYYÖU,0.0,2037-2038,Bakalawr
0.0,TITU,0.0,2037-2038,Bakalawr
0.0,TOHU,0.0,2037-2038,Bakalawr
0.0,TMDDI,4196.0,2037-2038,Bakalawr
0.0,TDMal,500.0,2037-2038,Bakalawr
0.0,TDBGI,0.0,2037-2038,Bakalawr
0.0,HGI,240.0,2037-2038,Bakalawr
0.0,TDYDI,0.0,2037-2038,Bakalawr
0.0,TTII,130.0,2037-2038,Bakalawr
0.0,TDLU,0.0,2037-2038,Bakalawr
0.0,TDBSI,0.0,2037-2038,Bakalawr
0.0,TDMI,500.0,2037-2038,Bakalawr
0.0,TMK,0.0,2037-2038,Bakalawr
0.0,TDÇA,0.0,2037-2038,Bakalawr
0.0,TITUKI,0.0,2037-2038,Bakalawr
0.0,TOHI,0.0,2037-2038,Bakalawr
0.0,TDEI,1185.0,2037-2038,Bakalawr
0.0,SSTDMI,358.0,2037-2038,Bakalawr
0.0,HAA,120.0,2037-2038,Bakalawr
0.0,TDU,106.0,2037-2038,Magistr
0.0,HNGU,23.0,2037-2038,Magistr
0.0,HYYÖU,0.0,2037-2038,Magistr
0.0,TITU,0.0,2037-2038,Magistr
0.0,TOHU,0.0,2037-2038,Magistr
0.0,TMDDI,80.0,2037-2038,Magistr
0.0,TDMal,80.0,2037-2038,Magistr
0.0,TDBGI,0.0,2037-2038,Magistr
0.0,HGI,90.0,2037-2038,Magistr
0.0,TDYDI,0.0,2037-2038,Magistr
0.0,TTII,0.0,2037-2038,Magistr
0.0,TDLU,0.0,2037-2038,Magistr
0.0,TDBSI,0.0,2037-2038,Magistr
0.0,TDMI,20.0,2037-2038,Magistr
0.0,TMK,0.0,2037-2038,Magistr
0.0,TDÇA,0.0,2037-2038,Magistr
0.0,TITUKI,0.0,2037-2038,Magistr
0.0,TOHI,0.0,2037-2038,Magistr
0.0,TDEI,60.0,2037-2038,Magistr
0.0,SSTDMI,25.0,2037-2038,Magistr
0.0,HAA,20.0,2037-2038,Magistr
0.0,TDU,1879.0,2038-2039,Hünärmen
0.0,HNGU,695.0,2038-2039,Hünärmen
0.0,HYYÖU,0.0,2038-2039,Hünärmen
0.0,TITU,0.0,2038-2039,Hünärmen
0.0,TOHU,0.0,2038-2039,Hünärmen
0.0,TMDDI,260.0,2038-2039,Hünärmen
0.0,TDMal,0.0,2038-2039,Hünärmen
0.0,TDBGI,0.0,2038-2039,Hünärmen
0.0,HGI,441.0,2038-2039,Hünärmen
0.0,TDYDI,0.0,2038-2039,Hünärmen
0.0,TTII,5590.0,2038-2039,Hünärmen
0.0,TDLU,1000.0,2038-2039,Hünärmen
0.0,TDBSI,650.0,2038-2039,Hünärmen
0.0,TDMI,30.0,2038-2039,Hünärmen
0.0,TMK,860.0,2038-2039,Hünärmen
0.0,TDÇA,915.0,2038-2039,Hünärmen
0.0,TITUKI,0.0,2038-2039,Hünärmen
0.0,TOHI,0.0,2038-2039,Hünärmen
0.0,TDEI,1990.0,2038-2039,Hünärmen
0.0,SSTDMI,5393.0,2038-2039,Hünärmen
0.0,HAA,40.0,2038-2039,Hünärmen
0.0,TDU,176.0,2038-2039,Bakalawr
0.0,HNGU,605.0,2038-2039,Bakalawr
0.0,HYYÖU,0.0,2038-2039,Bakalawr
0.0,TITU,0.0,2038-2039,Bakalawr
0.0,TOHU,0.0,2038-2039,Bakalawr
0.0,TMDDI,4176.0,2038-2039,Bakalawr
0.0,TDMal,500.0,2038-2039,Bakalawr
0.0,TDBGI,0.0,2038-2039,Bakalawr
0.0,HGI,240.0,2038-2039,Bakalawr
0.0,TDYDI,0.0,2038-2039,Bakalawr
0.0,TTII,130.0,2038-2039,Bakalawr
0.0,TDLU,0.0,2038-2039,Bakalawr
0.0,TDBSI,0.0,2038-2039,Bakalawr
0.0,TDMI,500.0,2038-2039,Bakalawr
0.0,TMK,0.0,2038-2039,Bakalawr
0.0,TDÇA,0.0,2038-2039,Bakalawr
0.0,TITUKI,0.0,2038-2039,Bakalawr
0.0,TOHI,0.0,2038-2039,Bakalawr
0.0,TDEI,1200.0,2038-2039,Bakalawr
0.0,SSTDMI,358.0,2038-2039,Bakalawr
0.0,HAA,120.0,2038-2039,Bakalawr
0.0,TDU,106.0,2038-2039,Magistr
0.0,HNGU,23.0,2038-2039,Magistr
0.0,HYYÖU,0.0,2038-2039,Magistr
0.0,TITU,0.0,2038-2039,Magistr
0.0,TOHU,0.0,2038-2039,Magistr
0.0,TMDDI,80.0,2038-2039,Magistr
0.0,TDMal,80.0,2038-2039,Magistr
0.0,TDBGI,0.0,2038-2039,Magistr
0.0,HGI,90.0,2038-2039,Magistr
0.0,TDYDI,0.0,2038-2039,Magistr
0.0,TTII,0.0,2038-2039,Magistr
0.0,TDLU,0.0,2038-2039,Magistr
0.0,TDBSI,0.0,2038-2039,Magistr
0.0,TDMI,20.0,2038-2039,Magistr
0.0,TMK,0.0,2038-2039,Magistr
0.0,TDÇA,0.0,2038-2039,Magistr
0.0,TITUKI,0.0,2038-2039,Magistr
0.0,TOHI,0.0,2038-2039,Magistr
0.0,TDEI,60.0,2038-2039,Magistr
0.0,SSTDMI,25.0,2038-2039,Magistr
0.0,HAA,20.0,2038-2039,Magistr
0.0,TDU,1889.0,2039-2040,Hünärmen
0.0,HNGU,695.0,2039-2040,Hünärmen
0.0,HYYÖU,0.0,2039-2040,Hünärmen
0.0,TITU,0.0,2039-2040,Hünärmen
0.0,TOHU,0.0,2039-2040,Hünärmen
0.0,TMDDI,280.0,2039-2040,Hünärmen
0.0,TDMal,0.0,2039-2040,Hünärmen
0.0,TDBGI,0.0,2039-2040,Hünärmen
0.0,HGI,441.0,2039-2040,Hünärmen
0.0,TDYDI,0.0,2039-2040,Hünärmen
0.0,TTII,5590.0,2039-2040,Hünärmen
0.0,TDLU,1000.0,2039-2040,Hünärmen
0.0,TDBSI,650.0,2039-2040,Hünärmen
0.0,TDMI,30.0,2039-2040,Hünärmen
0.0,TMK,860.0,2039-2040,Hünärmen
0.0,TDÇA,915.0,2039-2040,Hünärmen
0.0,TITUKI,0.0,2039-2040,Hünärmen
0.0,TOHI,0.0,2039-2040,Hünärmen
0.0,TDEI,2020.0,2039-2040,Hünärmen
0.0,SSTDMI,5393.0,2039-2040,Hünärmen
0.0,HAA,50.0,2039-2040,Hünärmen
0.0,TDU,177.0,2039-2040,Bakalawr
0.0,HNGU,605.0,2039-2040,Bakalawr
0.0,HYYÖU,0.0,2039-2040,Bakalawr
0.0,TITU,0.0,2039-2040,Bakalawr
0.0,TOHU,0.0,2039-2040,Bakalawr
0.0,TMDDI,4156.0,2039-2040,Bakalawr
0.0,TDMal,500.0,2039-2040,Bakalawr
0.0,TDBGI,0.0,2039-2040,Bakalawr
0.0,HGI,240.0,2039-2040,Bakalawr
0.0,TDYDI,0.0,2039-2040,Bakalawr
0.0,TTII,130.0,2039-2040,Bakalawr
0.0,TDLU,0.0,2039-2040,Bakalawr
0.0,TDBSI,0.0,2039-2040,Bakalawr
0.0,TDMI,500.0,2039-2040,Bakalawr
0.0,TMK,0.0,2039-2040,Bakalawr
0.0,TDÇA,0.0,2039-2040,Bakalawr
0.0,TITUKI,0.0,2039-2040,Bakalawr
0.0,TOHI,0.0,2039-2040,Bakalawr
0.0,TDEI,1220.0,2039-2040,Bakalawr
0.0,SSTDMI,358.0,2039-2040,Bakalawr
0.0,HAA,130.0,2039-2040,Bakalawr
0.0,TDU,106.0,2039-2040,Magistr
0.0,HNGU,23.0,2039-2040,Magistr
0.0,HYYÖU,0.0,2039-2040,Magistr
0.0,TITU,0.0,2039-2040,Magistr
0.0,TOHU,0.0,2039-2040,Magistr
0.0,TMDDI,80.0,2039-2040,Magistr
0.0,TDMal,80.0,2039-2040,Magistr
0.0,TDBGI,0.0,2039-2040,Magistr
0.0,HGI,90.0,2039-2040,Magistr
0.0,TDYDI,0.0,2039-2040,Magistr
0.0,TTII,0.0,2039-2040,Magistr
0.0,TDLU,0.0,2039-2040,Magistr
0.0,TDBSI,0.0,2039-2040,Magistr
0.0,TDMI,20.0,2039-2040,Magistr
0.0,TMK,0.0,2039-2040,Magistr
0.0,TDÇA,0.0,2039-2040,Magistr
0.0,TITUKI,0.0,2039-2040,Magistr
0.0,TOHI,0.0,2039-2040,Magistr
0.0,TDEI,70.0,2039-2040,Magistr
0.0,SSTDMI,25.0,2039-2040,Magistr
0.0,HAA,30.0,2039-2040,Magistr
0.0,TDU,1899.0,2040-2041,Hünärmen
0.0,HNGU,695.0,2040-2041,Hünärmen
0.0,HYYÖU,0.0,2040-2041,Hünärmen
0.0,TITU,0.0,2040-2041,Hünärmen
0.0,TOHU,0.0,2040-2041,Hünärmen
0.0,TMDDI,300.0,2040-2041,Hünärmen
0.0,TDMal,0.0,2040-2041,Hünärmen
0.0,TDBGI,0.0,2040-2041,Hünärmen
0.0,HGI,441.0,2040-2041,Hünärmen
0.0,TDYDI,0.0,2040-2041,Hünärmen
0.0,TTII,5590.0,2040-2041,Hünärmen
0.0,TDLU,1000.0,2040-2041,Hünärmen
0.0,TDBSI,650.0,2040-2041,Hünärmen
0.0,TDMI,30.0,2040-2041,Hünärmen
0.0,TMK,860.0,2040-2041,Hünärmen
0.0,TDÇA,915.0,2040-2041,Hünärmen
0.0,TITUKI,0.0,2040-2041,Hünärmen
0.0,TOHI,0.0,2040-2041,Hünärmen
0.0,TDEI,2250.0,2040-2041,Hünärmen
0.0,SSTDMI,5393.0,2040-2041,Hünärmen
0.0,HAA,50.0,2040-2041,Hünärmen
0.0,TDU,177.0,2040-2041,Bakalawr
0.0,HNGU,605.0,2040-2041,Bakalawr
0.0,HYYÖU,0.0,2040-2041,Bakalawr
0.0,TITU,0.0,2040-2041,Bakalawr
0.0,TOHU,0.0,2040-2041,Bakalawr
0.0,TMDDI,4136.0,2040-2041,Bakalawr
0.0,TDMal,500.0,2040-2041,Bakalawr
0.0,TDBGI,0.0,2040-2041,Bakalawr
0.0,HGI,240.0,2040-2041,Bakalawr
0.0,TDYDI,0.0,2040-2041,Bakalawr
0.0,TTII,130.0,2040-2041,Bakalawr
0.0,TDLU,0.0,2040-2041,Bakalawr
0.0,TDBSI,0.0,2040-2041,Bakalawr
0.0,TDMI,500.0,2040-2041,Bakalawr
0.0,TMK,0.0,2040-2041,Bakalawr
0.0,TDÇA,0.0,2040-2041,Bakalawr
0.0,TITUKI,0.0,2040-2041,Bakalawr
0.0,TOHI,0.0,2040-2041,Bakalawr
0.0,TDEI,1235.0,2040-2041,Bakalawr
0.0,SSTDMI,358.0,2040-2041,Bakalawr
0.0,HAA,130.0,2040-2041,Bakalawr
0.0,TDU,106.0,2040-2041,Magistr
0.0,HNGU,23.0,2040-2041,Magistr
0.0,HYYÖU,0.0,2040-2041,Magistr
0.0,TITU,0.0,2040-2041,Magistr
0.0,TOHU,0.0,2040-2041,Magistr
0.0,TMDDI,80.0,2040-2041,Magistr
0.0,TDMal,80.0,2040-2041,Magistr
0.0,TDBGI,0.0,2040-2041,Magistr
0.0,HGI,90.0,2040-2041,Magistr
0.0,TDYDI,0.0,2040-2041,Magistr
0.0,TTII,0.0,2040-2041,Magistr
0.0,TDLU,0.0,2040-2041,Magistr
0.0,TDBSI,0.0,2040-2041,Magistr
0.0,TDMI,20.0,2040-2041,Magistr
0.0,TMK,0.0,2040-2041,Magistr
0.0,TDÇA,0.0,2040-2041,Magistr
0.0,TITUKI,0.0,2040-2041,Magistr
0.0,TOHI,0.0,2040-2041,Magistr
0.0,TDEI,70.0,2040-2041,Magistr
0.0,SSTDMI,25.0,2040-2041,Magistr
0.0,HAA,30.0,2040-2041,Magistr
0.0,TDU,1924.0,2041-2042,Hünärmen
0.0,HNGU,695.0,2041-2042,Hünärmen
0.0,HYYÖU,0.0,2041-2042,Hünärmen
0.0,TITU,0.0,2041-2042,Hünärmen
0.0,TOHU,0.0,2041-2042,Hünärmen
0.0,TMDDI,310.0,2041-2042,Hünärmen
0.0,TDMal,0.0,2041-2042,Hünärmen
0.0,TDBGI,0.0,2041-2042,Hünärmen
0.0,HGI,441.0,2041-2042,Hünärmen
0.0,TDYDI,0.0,2041-2042,Hünärmen
0.0,TTII,5590.0,2041-2042,Hünärmen
0.0,TDLU,1000.0,2041-2042,Hünärmen
0.0,TDBSI,650.0,2041-2042,Hünärmen
0.0,TDMI,30.0,2041-2042,Hünärmen
0.0,TMK,860.0,2041-2042,Hünärmen
0.0,TDÇA,920.0,2041-2042,Hünärmen
0.0,TITUKI,0.0,2041-2042,Hünärmen
0.0,TOHI,0.0,2041-2042,Hünärmen
0.0,TDEI,2265.0,2041-2042,Hünärmen
0.0,SSTDMI,5393.0,2041-2042,Hünärmen
0.0,HAA,50.0,2041-2042,Hünärmen
0.0,TDU,192.0,2041-2042,Bakalawr
0.0,HNGU,605.0,2041-2042,Bakalawr
0.0,HYYÖU,0.0,2041-2042,Bakalawr
0.0,TITU,0.0,2041-2042,Bakalawr
0.0,TOHU,0.0,2041-2042,Bakalawr
0.0,TMDDI,4126.0,2041-2042,Bakalawr
0.0,TDMal,500.0,2041-2042,Bakalawr
0.0,TDBGI,0.0,2041-2042,Bakalawr
0.0,HGI,240.0,2041-2042,Bakalawr
0.0,TDYDI,0.0,2041-2042,Bakalawr
0.0,TTII,180.0,2041-2042,Bakalawr
0.0,TDLU,0.0,2041-2042,Bakalawr
0.0,TDBSI,0.0,2041-2042,Bakalawr
0.0,TDMI,500.0,2041-2042,Bakalawr
0.0,TMK,0.0,2041-2042,Bakalawr
0.0,TDÇA,0.0,2041-2042,Bakalawr
0.0,TITUKI,0.0,2041-2042,Bakalawr
0.0,TOHI,0.0,2041-2042,Bakalawr
0.0,TDEI,1250.0,2041-2042,Bakalawr
0.0,SSTDMI,358.0,2041-2042,Bakalawr
0.0,HAA,130.0,2041-2042,Bakalawr
0.0,TDU,106.0,2041-2042,Magistr
0.0,HNGU,23.0,2041-2042,Magistr
0.0,HYYÖU,0.0,2041-2042,Magistr
0.0,TITU,0.0,2041-2042,Magistr
0.0,TOHU,0.0,2041-2042,Magistr
0.0,TMDDI,80.0,2041-2042,Magistr
0.0,TDMal,80.0,2041-2042,Magistr
0.0,TDBGI,0.0,2041-2042,Magistr
0.0,HGI,90.0,2041-2042,Magistr
0.0,TDYDI,0.0,2041-2042,Magistr
0.0,TTII,0.0,2041-2042,Magistr
0.0,TDLU,0.0,2041-2042,Magistr
0.0,TDBSI,0.0,2041-2042,Magistr
0.0,TDMI,20.0,2041-2042,Magistr
0.0,TMK,0.0,2041-2042,Magistr
0.0,TDÇA,0.0,2041-2042,Magistr
0.0,TITUKI,0.0,2041-2042,Magistr
0.0,TOHI,0.0,2041-2042,Magistr
0.0,TDEI,70.0,2041-2042,Magistr
0.0,SSTDMI,25.0,2041-2042,Magistr
0.0,HAA,30.0,2041-2042,Magistr
0.0,TDU,1934.0,2042-2043,Hünärmen
0.0,HNGU,695.0,2042-2043,Hünärmen
0.0,HYYÖU,0.0,2042-2043,Hünärmen
0.0,TITU,0.0,2042-2043,Hünärmen
0.0,TOHU,0.0,2042-2043,Hünärmen
0.0,TMDDI,320.0,2042-2043,Hünärmen
0.0,TDMal,0.0,2042-2043,Hünärmen
0.0,TDBGI,0.0,2042-2043,Hünärmen
0.0,HGI,441.0,2042-2043,Hünärmen
0.0,TDYDI,0.0,2042-2043,Hünärmen
0.0,TTII,5590.0,2042-2043,Hünärmen
0.0,TDLU,1000.0,2042-2043,Hünärmen
0.0,TDBSI,650.0,2042-2043,Hünärmen
0.0,TDMI,30.0,2042-2043,Hünärmen
0.0,TMK,860.0,2042-2043,Hünärmen
0.0,TDÇA,920.0,2042-2043,Hünärmen
0.0,TITUKI,0.0,2042-2043,Hünärmen
0.0,TOHI,0.0,2042-2043,Hünärmen
0.0,TDEI,2265.0,2042-2043,Hünärmen
0.0,SSTDMI,5393.0,2042-2043,Hünärmen
0.0,HAA,50.0,2042-2043,Hünärmen
0.0,TDU,192.0,2042-2043,Bakalawr
0.0,HNGU,605.0,2042-2043,Bakalawr
0.0,HYYÖU,0.0,2042-2043,Bakalawr
0.0,TITU,0.0,2042-2043,Bakalawr
0.0,TOHU,0.0,2042-2043,Bakalawr
0.0,TMDDI,4116.0,2042-2043,Bakalawr
0.0,TDMal,500.0,2042-2043,Bakalawr
0.0,TDBGI,0.0,2042-2043,Bakalawr
0.0,HGI,240.0,2042-2043,Bakalawr
0.0,TDYDI,0.0,2042-2043,Bakalawr
0.0,TTII,180.0,2042-2043,Bakalawr
0.0,TDLU,0.0,2042-2043,Bakalawr
0.0,TDBSI,0.0,2042-2043,Bakalawr
0.0,TDMI,500.0,2042-2043,Bakalawr
0.0,TMK,0.0,2042-2043,Bakalawr
0.0,TDÇA,0.0,2042-2043,Bakalawr
0.0,TITUKI,0.0,2042-2043,Bakalawr
0.0,TOHI,0.0,2042-2043,Bakalawr
0.0,TDEI,1255.0,2042-2043,Bakalawr
0.0,SSTDMI,358.0,2042-2043,Bakalawr
0.0,HAA,130.0,2042-2043,Bakalawr
0.0,TDU,106.0,2042-2043,Magistr
0.0,HNGU,23.0,2042-2043,Magistr
0.0,HYYÖU,0.0,2042-2043,Magistr
0.0,TITU,0.0,2042-2043,Magistr
0.0,TOHU,0.0,2042-2043,Magistr
0.0,TMDDI,80.0,2042-2043,Magistr
0.0,TDMal,80.0,2042-2043,Magistr
0.0,TDBGI,0.0,2042-2043,Magistr
0.0,HGI,90.0,2042-2043,Magistr
0.0,TDYDI,0.0,2042-2043,Magistr
0.0,TTII,0.0,2042-2043,Magistr
0.0,TDLU,0.0,2042-2043,Magistr
0.0,TDBSI,0.0,2042-2043,Magistr
0.0,TDMI,20.0,2042-2043,Magistr
0.0,TMK,0.0,2042-2043,Magistr
0.0,TDÇA,0.0,2042-2043,Magistr
0.0,TITUKI,0.0,2042-2043,Magistr
0.0,TOHI,0.0,2042-2043,Magistr
0.0,TDEI,70.0,2042-2043,Magistr
0.0,SSTDMI,25.0,2042-2043,Magistr
0.0,HAA,30.0,2042-2043,Magistr
0.0,TDU,1945.0,2043-2044,Hünärmen
0.0,HNGU,695.0,2043-2044,Hünärmen
0.0,HYYÖU,0.0,2043-2044,Hünärmen
0.0,TITU,0.0,2043-2044,Hünärmen
0.0,TOHU,0.0,2043-2044,Hünärmen
0.0,TMDDI,330.0,2043-2044,Hünärmen
0.0,TDMal,0.0,2043-2044,Hünärmen
0.0,TDBGI,0.0,2043-2044,Hünärmen
0.0,HGI,441.0,2043-2044,Hünärmen
0.0,TDYDI,0.0,2043-2044,Hünärmen
0.0,TTII,5590.0,2043-2044,Hünärmen
0.0,TDLU,1000.0,2043-2044,Hünärmen
0.0,TDBSI,650.0,2043-2044,Hünärmen
0.0,TDMI,30.0,2043-2044,Hünärmen
0.0,TMK,860.0,2043-2044,Hünärmen
0.0,TDÇA,920.0,2043-2044,Hünärmen
0.0,TITUKI,0.0,2043-2044,Hünärmen
0.0,TOHI,0.0,2043-2044,Hünärmen
0.0,TDEI,2280.0,2043-2044,Hünärmen
0.0,SSTDMI,5393.0,2043-2044,Hünärmen
0.0,HAA,50.0,2043-2044,Hünärmen
0.0,TDU,192.0,2043-2044,Bakalawr
0.0,HNGU,605.0,2043-2044,Bakalawr
0.0,HYYÖU,0.0,2043-2044,Bakalawr
0.0,TITU,0.0,2043-2044,Bakalawr
0.0,TOHU,0.0,2043-2044,Bakalawr
0.0,TMDDI,4106.0,2043-2044,Bakalawr
0.0,TDMal,500.0,2043-2044,Bakalawr
0.0,TDBGI,0.0,2043-2044,Bakalawr
0.0,HGI,240.0,2043-2044,Bakalawr
0.0,TDYDI,0.0,2043-2044,Bakalawr
0.0,TTII,180.0,2043-2044,Bakalawr
0.0,TDLU,0.0,2043-2044,Bakalawr
0.0,TDBSI,0.0,2043-2044,Bakalawr
0.0,TDMI,500.0,2043-2044,Bakalawr
0.0,TMK,0.0,2043-2044,Bakalawr
0.0,TDÇA,0.0,2043-2044,Bakalawr
0.0,TITUKI,0.0,2043-2044,Bakalawr
0.0,TOHI,0.0,2043-2044,Bakalawr
0.0,TDEI,1255.0,2043-2044,Bakalawr
0.0,SSTDMI,358.0,2043-2044,Bakalawr
0.0,HAA,130.0,2043-2044,Bakalawr
0.0,TDU,106.0,2043-2044,Magistr
0.0,HNGU,23.0,2043-2044,Magistr
0.0,HYYÖU,0.0,2043-2044,Magistr
0.0,TITU,0.0,2043-2044,Magistr
0.0,TOHU,0.0,2043-2044,Magistr
0.0,TMDDI,80.0,2043-2044,Magistr
0.0,TDMal,80.0,2043-2044,Magistr
0.0,TDBGI,0.0,2043-2044,Magistr
0.0,HGI,90.0,2043-2044,Magistr
0.0,TDYDI,0.0,2043-2044,Magistr
0.0,TTII,0.0,2043-2044,Magistr
0.0,TDLU,0.0,2043-2044,Magistr
0.0,TDBSI,0.0,2043-2044,Magistr
0.0,TDMI,20.0,2043-2044,Magistr
0.0,TMK,0.0,2043-2044,Magistr
0.0,TDÇA,0.0,2043-2044,Magistr
0.0,TITUKI,0.0,2043-2044,Magistr
0.0,TOHI,0.0,2043-2044,Magistr
0.0,TDEI,70.0,2043-2044,Magistr
0.0,SSTDMI,25.0,2043-2044,Magistr
0.0,HAA,30.0,2043-2044,Magistr
0.0,TDU,1955.0,2044-2045,Hünärmen
0.0,HNGU,695.0,2044-2045,Hünärmen
0.0,HYYÖU,0.0,2044-2045,Hünärmen
0.0,TITU,0.0,2044-2045,Hünärmen
0.0,TOHU,0.0,2044-2045,Hünärmen
0.0,TMDDI,340.0,2044-2045,Hünärmen
0.0,TDMal,0.0,2044-2045,Hünärmen
0.0,TDBGI,0.0,2044-2045,Hünärmen
0.0,HGI,441.0,2044-2045,Hünärmen
0.0,TDYDI,0.0,2044-2045,Hünärmen
0.0,TTII,5590.0,2044-2045,Hünärmen
0.0,TDLU,1000.0,2044-2045,Hünärmen
0.0,TDBSI,650.0,2044-2045,Hünärmen
0.0,TDMI,30.0,2044-2045,Hünärmen
0.0,TMK,860.0,2044-2045,Hünärmen
0.0,TDÇA,920.0,2044-2045,Hünärmen
0.0,TITUKI,0.0,2044-2045,Hünärmen
0.0,TOHI,0.0,2044-2045,Hünärmen
0.0,TDEI,2280.0,2044-2045,Hünärmen
0.0,SSTDMI,5393.0,2044-2045,Hünärmen
0.0,HAA,50.0,2044-2045,Hünärmen
0.0,TDU,193.0,2044-2045,Bakalawr
0.0,HNGU,605.0,2044-2045,Bakalawr
0.0,HYYÖU,0.0,2044-2045,Bakalawr
0.0,TITU,0.0,2044-2045,Bakalawr
0.0,TOHU,0.0,2044-2045,Bakalawr
0.0,TMDDI,4096.0,2044-2045,Bakalawr
0.0,TDMal,500.0,2044-2045,Bakalawr
0.0,TDBGI,0.0,2044-2045,Bakalawr
0.0,HGI,240.0,2044-2045,Bakalawr
0.0,TDYDI,0.0,2044-2045,Bakalawr
